TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,RatingTier
TT00914,U01475,CR00014,5/1/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT00915,U01475,CR00045,30/1/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,High
TT00916,U01488,CR00001,17/5/2025,472.28,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,High
TT00917,U01488,CR00002,9/8/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,High
TT00918,U01488,CR00019,7/8/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,High
TT00919,U01488,CR00052,7/7/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,High
TT00920,U01496,CR00007,15/10/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,High
TT00921,U01496,CR00051,22/4/2025,37.89,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,High
TT00922,U01496,CR00039,4/11/2025,346.71,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,High
TT00923,U01496,CR00034,12/7/2025,394.26,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT00924,U01496,CR00049,19/2/2025,415.51,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT00925,U01497,CR00059,4/12/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,High
TT00926,U01497,CR00053,19/5/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,High
TT00927,U01497,CR00022,15/2/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT00928,U01500,CR00056,14/2/2025,212.39,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT00929,U01500,CR00020,30/8/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,High
TT00930,U01500,CR00004,20/5/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT00931,U01506,CR00057,6/5/2025,177.34,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,High
TT00932,U01506,CR00026,19/1/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,High
TT00933,U01506,CR00050,15/11/2025,490.9,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,High
TT00934,U01506,CR00013,12/1/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,High
TT00935,U01511,CR00008,24/7/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,High
TT00936,U01511,CR00014,24/1/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT00937,U01511,CR00042,12/3/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,High
TT00938,U01511,CR00007,14/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,High
TT00939,U01512,CR00025,24/9/2025,299.57,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,High
TT00940,U01512,CR00034,14/4/2025,394.26,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT00941,U01512,CR00006,4/5/2025,276.37,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,High
TT00942,U01517,CR00014,23/7/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT00943,U01517,CR00060,29/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,High
TT00944,U01517,CR00040,9/7/2025,327.99,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT00945,U01517,CR00050,6/8/2025,490.9,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,High
TT00946,U01522,CR00058,19/11/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
TT00947,U01522,CR00060,18/12/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,High
TT00948,U01522,CR00032,22/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,High
TT00949,U01526,CR00020,5/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,High
TT00950,U01526,CR00017,17/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,High
TT00951,U01526,CR00056,29/9/2025,212.39,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT00952,U01526,CR00040,17/11/2025,327.99,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT00953,U01526,CR00038,7/6/2025,342.61,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,High
TT00954,U01528,CR00036,28/2/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT00955,U01528,CR00028,25/5/2025,0.78,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,High
TT00956,U01528,CR00044,5/2/2025,119.04,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,High
TT00957,U01528,CR00009,25/1/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,High
TT00958,U01528,CR00011,14/8/2025,326.02,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,High
TT00959,U01530,CR00034,21/1/2025,394.26,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT00960,U01530,CR00041,14/2/2025,53.86,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT00961,U01530,CR00058,28/3/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
TT00962,U01530,CR00030,20/6/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT00963,U01530,CR00055,28/1/2025,57.32,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,High
TT00964,U01531,CR00009,21/12/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,High
TT00965,U01531,CR00022,17/4/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT00966,U01531,CR00054,9/9/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT00967,U01531,CR00016,9/7/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,High
TT00968,U01536,CR00014,8/11/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT00969,U01536,CR00059,13/3/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,High
TT00970,U01536,CR00036,24/4/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT00971,U01536,CR00046,24/6/2025,248.1,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,High
TT00972,U01543,CR00012,3/4/2025,487.92,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,High
TT00973,U01543,CR00041,21/11/2025,53.86,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT00974,U01543,CR00001,11/5/2025,472.28,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,High
TT00975,U01543,CR00025,6/3/2025,299.57,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,High
TT00976,U01543,CR00044,18/7/2025,119.04,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,High
TT00977,U01553,CR00010,20/12/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT00978,U01553,CR00036,20/1/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT00979,U01553,CR00027,30/12/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,High
TT00980,U01553,CR00002,26/2/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,High
TT00981,U01553,CR00056,3/9/2025,212.39,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,High
TT00982,U01575,CR00003,8/12/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,High
TT00983,U01575,CR00024,22/7/2025,117.68,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,High
TT00984,U01575,CR00051,2/7/2025,37.89,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,High
TT00985,U01575,CR00035,20/1/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT00986,U01575,CR00028,8/10/2025,0.78,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,High
TT00987,U01578,CR00002,18/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,High
TT00988,U01578,CR00030,14/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT00989,U01578,CR00022,25/12/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT00990,U01578,CR00057,18/4/2025,177.34,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,High
TT00991,U01585,CR00003,4/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,High
TT00992,U01585,CR00025,10/10/2025,299.57,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,High
TT00993,U01585,CR00043,1/5/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,High
TT00994,U01585,CR00029,22/1/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,High
TT00995,U01586,CR00023,16/10/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,High
TT00996,U01586,CR00030,14/12/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT00997,U01586,CR00036,15/3/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,High
TT00998,U01586,CR00022,30/1/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT00999,U01586,CR00039,12/8/2025,346.71,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,High
TT01000,U01602,CR00030,11/5/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT01001,U01602,CR00032,1/5/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,High
TT01002,U01602,CR00022,3/10/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,High
TT01003,U01602,CR00051,24/1/2025,37.89,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,High
TT01004,U01602,CR00058,19/4/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
TT01005,U01618,CR00041,7/12/2025,53.86,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,High
TT01006,U01618,CR00039,18/2/2025,346.71,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,High
TT01007,U01618,CR00051,15/9/2025,37.89,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,High
TT01008,U01618,CR00009,27/8/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,High
TT01009,U01618,CR00026,12/8/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,High
TT01010,U01627,CR00021,7/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT01011,U01627,CR00033,6/5/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,High
TT01012,U01627,CR00015,9/5/2025,285.05,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,High
TT01013,U01627,CR00028,14/1/2025,0.78,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,High
TT01014,U01628,CR00030,25/10/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,High
TT01015,U01628,CR00060,25/9/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,High
TT01016,U01628,CR00039,8/8/2025,346.71,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,High
TT01017,U01635,CR00008,13/5/2025,0.0,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,High
TT01018,U01635,CR00034,20/6/2025,394.26,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,High
TT01019,U01635,CR00060,20/10/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,High
TT01020,U01637,CR00040,11/6/2025,327.99,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,High
TT01021,U01637,CR00035,28/7/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT01022,U01637,CR00054,16/9/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT01023,U01637,CR00058,14/2/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
TT01024,U01637,CR00001,10/7/2025,472.28,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,High
TT01025,U01647,CR00037,2/9/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,High
TT01026,U01647,CR00033,2/8/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,High
TT01027,U01647,CR00052,1/9/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,High
TT01028,U01647,CR00035,10/12/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT01029,U01649,CR00046,17/8/2025,248.1,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,High
TT01030,U01649,CR00050,25/10/2025,490.9,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,High
TT01031,U01649,CR00014,18/9/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,High
TT01032,U01649,CR00031,15/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,High
TT01033,U01654,CR00049,2/11/2025,415.51,PayPal,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT01034,U01654,CR00039,7/1/2025,346.71,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,High
TT01035,U01654,CR00010,8/10/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT01036,U01654,CR00012,7/2/2025,487.92,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,High
TT01037,U01656,CR00010,3/12/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT01038,U01656,CR00035,12/2/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,High
TT01039,U01656,CR00004,7/10/2025,0.0,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,High
TT01040,U01656,CR00031,21/4/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,High
TT01041,U01662,CR00054,24/7/2025,0.0,Bank Transfer,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT01042,U01662,CR00049,18/12/2025,415.51,Bank Transfer,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,High
TT01043,U01662,CR00045,4/7/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,High
TT01044,U01662,CR00019,20/11/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,High
TT01045,U01666,CR00054,10/1/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,High
TT01046,U01666,CR00010,25/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,High
TT01047,U01666,CR00021,9/12/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,High
TT01048,U01671,CR00048,10/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,High
TT01049,U01671,CR00043,19/12/2025,0.0,PayPal,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,High
TT01050,U01671,CR00005,17/6/2025,0.0,Credit Card,TC00040,Kimberly Miller,49,Male,Cybersecurity,24,4.58,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,High
TT01051,U01671,CR00058,7/10/2025,0.0,Credit Card,TC00042,Yolanda Levine,49,Female,Machine Learning,21,4.97,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,High
